PMID;Triage classification
20963514;negative
12784627;negative
12769984;negative
16946479;negative
21920514;negative
2830478;negative
8633858;negative
9025297;negative
9264030;negative
7640003;positive
19156365;negative
22783116;negative
22554051;negative
10849861;negative
18609547;negative
2851899;negative
23111422;negative
14980547;negative
14980547;negative
12177354;negative
1368242;negative
15913967;negative
16901567;positive
3977838;negative
8755548;negative
22790936;negative
23537879;negative
20703957;negative
12817478;negative
17168297;negative
6787335;negative
11770853;negative
16478498;negative
21950121;negative
22532259;negative
21860379;negative
2502450;negative
10103256;positive
16331454;negative
2830483;negative
11812226;negative
11551075;negative
23809634;negative
19227841;negative
21713010;negative
2207069;negative
17043824;positive
17168296;negative
8692900;negative
2128009;negative
21221705;negative
12192413;negative
15803410;negative
12740713;negative
21945728;negative
16769167;negative
23751305;negative
19880314;negative
10788407;negative
14586108;positive
8987855;positive
16233469;positive
19275898;negative
17168300;negative
16348617;negative
8941946;negative
18514510;negative
9835574;negative
12200316;negative
14595695;negative
1398137;negative
22134638;negative
21748379;positive
16810525;negative
15519295;positive
15770448;negative
23091032;negative
9058960;positive
1740440;negative
22112517;negative
23864577;negative
16636442;negative
8829371;negative
11524114;negative
1103986;negative
8477842;negative
20453123;negative
12574323;negative
20532947;negative
12664921;negative
1622204;negative
22177967;negative
19552775;negative
7789807;negative
8224791;negative
16348963;negative
22023339;negative
9084213;negative
15851102;negative
8814220;negative
3045759;negative
3152104;negative
8572693;negative
7659526;negative
16214810;negative
23306124;negative
8557313;negative
24039492;negative
9449768;negative
22244814;negative
8616259;negative
16874542;positive
22170011;negative
11261722;negative
18560892;negative
10654085;negative
14672234;negative
18675351;positive
17651155;negative
17665158;negative
18592411;negative
16283301;negative
11940078;negative
22106876;negative
23014842;negative
16125911;negative
6068063;negative
23193603;negative
4753933;negative
9790882;negative
22252817;negative
9854811;negative
2844728;negative
8570567;negative
17651209;positive
20103719;negative
16556727;negative
19575437;negative
10666621;negative
21442555;negative
20143777;positive
10993164;positive
16523351;negative
1044284;negative
1044284;negative
3732275;negative
93947;negative
10409823;negative
2823635;negative
11396904;negative
21848609;negative
21850431;positive
20821204;negative
10898858;negative
21051539;negative
9169610;positive
22113558;negative
10091318;negative
9916160;negative
18256482;negative
11136466;negative
4807861;negative
235428;negative
22125119;negative
3912145;negative
23306879;positive
12177473;negative
13304;negative
16667378;negative
23180124;positive
12557400;negative
18943465;negative
2199827;negative
23530038;negative
21310505;negative
23583262;negative
9986868;negative
11427240;negative
16136340;negative
2541045;negative
21596437;negative
21953631;negative
1369161;positive
10702877;negative
10702877;negative
13051175;negative
22608721;negative
8970745;negative
7323909;negative
784907;negative
7963241;negative
15032836;negative
24143049;negative
17002602;positive
10071205;negative
8250548;positive
8922958;negative
1934135;positive
20478643;negative
23898033;negative
4472551;negative
18394594;negative
14613881;negative
20532763;negative
17687604;negative
1366631;negative
7866723;negative
19393758;negative
9195758;negative
7782319;negative
9756469;positive
23844049;negative
1684798;negative
19916911;negative
17920314;negative
14513296;negative
20512617;negative
13918375;negative
15070858;negative
15659186;negative
21558012;negative
2500148;negative
19697057;negative
6765598;negative
10198106;negative
19696104;negative
23751979;negative
16001418;negative
8250570;negative
15645486;negative
23961072;negative
3265327;negative
21678892;negative
7614556;negative
24096679;positive
7824933;positive
9390459;negative
22145076;negative
22922773;negative
11966919;negative
11966919;negative
21549591;negative
11497471;negative
24052228;negative
10659706;negative
22555558;negative
1980004;negative
7604736;negative
9037205;negative
16057323;negative
18710245;negative
19396235;negative
7708682;positive
20668405;negative
19423335;negative
5157773;negative
19967375;negative
9390437;negative
17350827;negative
10413461;negative
6948995;negative
18072936;positive
19423334;negative
24307047;negative
20823121;negative
8400376;positive
22367086;negative
22461667;negative
9212440;negative
8299175;positive
18671744;negative
22617039;negative
24286470;negative
20387653;negative
3656407;negative
856325;negative
21362116;negative
11514516;negative
15555935;positive
15118335;negative
6793076;negative
6685815;negative
19248178;negative
9757101;negative
22806239;negative
22575895;positive
20519912;negative
15050837;negative
6352680;negative
24035805;negative
20209334;negative
8008070;negative
15575727;negative
16722227;negative
12466879;negative
8264527;negative
14716497;negative
18806001;negative
19166577;negative
10883543;negative
17928699;positive
7764768;negative
22690956;negative
9292999;negative
23948272;negative
16309350;negative
22642119;negative
20034509;negative
23298573;negative
1627595;negative
22382066;negative
21220037;negative
8961569;negative
12839491;negative
16600593;negative
9000377;positive
12161773;negative
16097681;negative
18980666;negative
7556652;negative
14986091;negative
17722701;negative
20936239;negative
20567216;negative
11092961;negative
10870102;negative
1091337;negative
9756616;positive
19060392;positive
11217409;negative
23802911;negative
18355455;negative
15564668;positive
20383057;negative
8057839;negative
8358323;negative
1537792;negative
14512430;negative
22766843;negative
22926786;negative
21193815;negative
24020787;negative
3318685;negative
22437835;positive
9760165;negative
8139562;negative
12697339;negative
23666150;negative
884121;negative
12811426;negative
19215727;negative
19413753;negative
23895662;negative
19327384;negative
7693124;negative
24031857;negative
22119096;negative
5019272;negative
20161969;negative
17604624;negative
16802152;negative
8419289;positive
20023102;negative
12223793;negative
4262302;negative
12147340;positive
8768483;negative
9218355;negative
12952640;negative
7579664;negative
16660031;negative
14722352;negative
14965766;negative
20626281;negative
23808333;negative
15838031;positive
10380801;negative
15797401;negative
12690418;negative
23170978;positive
14714478;negative
16403557;negative
15725649;negative
21585271;negative
12099813;negative
10386374;positive
22395898;negative
11854247;negative
11085997;negative
22581664;negative
9974221;negative
11377769;negative
17016733;negative
12733091;negative
1453960;negative
14871667;negative
3922351;negative
22927818;negative
24033929;negative
15827617;negative
6970066;negative
23532843;negative
10493589;negative
9092563;negative
23116628;negative
19556747;positive
24113825;negative
8672090;negative
12591897;positive
17633411;negative
21138554;negative
10943566;negative
15278289;positive
10913295;negative
18524918;negative
21870122;negative
22744980;negative
24031802;negative
22388990;negative
10489693;negative
21327387;negative
12688461;negative
18176529;negative
18576076;negative
3403510;negative
21656138;negative
24294104;negative
16917521;negative
18228069;negative
18600051;negative
20387826;negative
11759681;negative
16542753;negative
21124049;negative
16461639;positive
4039269;negative
17924946;negative
3240864;positive
21708164;negative
24241958;negative
12927024;negative
12927024;negative
22805919;negative
8452520;positive
12224649;positive
7597853;negative
10561593;negative
2525275;negative
9662611;negative
17111131;positive
15619324;negative
22407682;negative
18847207;negative
19655217;positive
15214724;negative
10564003;negative
10564003;negative
22361217;negative
6967024;negative
10328983;negative
2100903;negative
12892894;positive
15530744;negative
21674664;negative
23452951;negative
15301955;negative
15016446;negative
9629618;negative
16511252;negative
22779746;negative
17008008;negative
16468040;negative
23724306;negative
23277575;negative
326359;negative
20301160;negative
23337500;negative
12381030;negative
18997434;negative
22878208;negative
8431598;negative
15313578;negative
9534228;negative
23075786;negative
15008811;negative
11319105;positive
23456755;negative
6508072;negative
16670026;negative
23686763;negative
22375884;negative
24195376;negative
18307762;positive
9797312;positive
18694446;negative
22286997;negative
20169200;negative
23729873;negative
15584961;negative
1447290;negative
22222829;negative
23149597;negative
12462992;negative
2216782;negative
4269376;negative
1321801;negative
21726085;negative
8366083;negative
1606968;positive
19938483;negative
20336338;positive
18030511;negative
10747977;negative
10747977;negative
17428646;negative
11315108;negative
24197785;negative
12943752;negative
12684541;negative
15219560;negative
2049872;negative
16278932;positive
6343348;negative
8097695;negative
24275596;negative
9003294;negative
16593451;positive
15142627;negative
22252265;negative
8368488;negative
507809;negative
12147244;negative
1654681;negative
1654681;negative
15054266;negative
12026177;negative
19728862;negative
3152709;negative
8879171;positive
18592604;negative
16359651;negative
5813298;negative
11270576;negative
21609467;negative
11131971;negative
22529898;negative
16893583;negative
12788701;negative
12767825;negative
23203636;negative
15996782;negative
15724214;positive
978839;negative
18633609;positive
8203145;negative
9873419;negative
22859955;positive
8918452;negative
8066334;negative
18045433;negative
21479715;negative
6195212;negative
11929278;negative
20131079;negative
22672512;negative
21623935;negative
18791765;negative
8654984;positive
22815710;negative
2560409;negative
15309605;negative
3153146;negative
23088096;negative
23557024;negative
1289302;negative
8675298;negative
11853968;negative
24319029;negative
1828108;negative
15809824;negative
19295241;negative
16926418;negative
8837470;positive
18320228;negative
11010922;negative
21829351;negative
19626289;positive
12018245;negative
10682284;positive
22579385;negative
14993687;negative
18669819;negative
16133338;negative
16232432;positive
15130143;negative
18490176;positive
22862919;negative
1187570;negative
21910725;negative
1000076;negative
9244183;negative
16960377;negative
22738957;negative
6092839;negative
16233338;negative
21923690;negative
19932021;negative
2834092;negative
23011949;negative
7847891;negative
40530;negative
18197406;negative
18551552;negative
7510794;negative
8647289;negative
20875088;negative
9055404;negative
2281870;negative
10585539;negative
2146364;negative
1873999;negative
23910542;negative
23859124;negative
6786718;negative
10615680;negative
11045447;negative
7975554;negative
11097887;negative
12482412;negative
1775094;negative
1368528;negative
1469728;negative
24429892;negative
15975908;negative
4631049;negative
21732962;negative
19725536;positive
20298710;negative
23455431;negative
13517285;negative
11060038;negative
8056329;negative
11018720;negative
6310400;negative
22717667;negative
17686115;negative
6817729;negative
19343340;negative
17038119;negative
1367786;negative
16621678;negative
23615734;negative
8740424;negative
22053009;negative
9311112;negative
10923795;positive
11443275;negative
6791631;negative
22474347;negative
11501467;negative
6067002;negative
22132148;positive
11556916;negative
7641142;negative
20444596;negative
10917454;negative
2993804;negative
22420408;negative
20200089;negative
15546421;negative
14618326;negative
20097821;negative
19527524;positive
15166216;negative
7764306;positive
17849220;negative
8165310;negative
17874191;negative
19134548;negative
20084471;negative
14593919;negative
10684939;negative
10684939;negative
8180706;negative
23767;negative
4091550;negative
19268718;negative
3936420;positive
15246660;negative
23896475;negative
20967206;negative
12555575;negative
10735255;negative
1367303;negative
8065260;negative
2948877;negative
8223652;negative
10508057;positive
17397106;negative
15973054;negative
12721448;negative
21909270;negative
10752616;negative
11785974;negative
23515261;negative
20077115;negative
21597184;negative
15339036;negative
20645085;positive
11856;negative
24333140;negative
22009575;negative
13549428;negative
11693907;negative
18975147;negative
11309080;negative
21953238;negative
2760033;positive
11446372;negative
3929028;negative
7582869;negative
8012584;negative
15989275;negative
15057709;negative
9061788;negative
9165761;positive
15930577;negative
23825576;negative
23961037;negative
3356188;negative
1976249;negative
17927946;negative
3925303;negative
334367;negative
10650194;negative
12391748;negative
10455486;negative
9286982;negative
11722552;positive
16406624;negative
21479830;negative
10906956;negative
15748690;negative
22415789;negative
7768595;negative
3042166;negative
15830675;negative
21844692;negative
22586919;negative
110377;negative
22851016;negative
2059009;negative
8739101;negative
12068574;negative
7957921;negative
8669906;negative
12754825;negative
19721873;negative
10590467;negative
10590467;negative
13051323;negative
10652100;negative
17976376;negative
17376674;positive
24121328;negative
23153046;negative
23424684;negative
1033774;negative
7620813;negative
4766115;negative
2337347;positive
3113906;negative
24299806;negative
22870052;negative
19690850;positive
18944674;negative
20722299;negative
17351093;positive
3595987;negative
22760177;negative
17215898;negative
23615741;positive
23347999;negative
10049695;negative
10049695;negative
23713061;negative
10658558;negative
4350406;negative
15146196;negative
15784980;positive
1735428;negative
22887329;negative
19727949;negative
23615738;negative
17213655;negative
10561593;negative
10561593;negative
356886;negative
12485344;negative
20803138;negative
16377165;negative
23598147;negative
17365652;negative
23990303;negative
19902281;negative
11758937;negative
6008066;negative
2411684;negative
21736652;negative
7944361;negative
7192060;negative
8146192;negative
12761390;positive
15114860;negative
8640604;positive
1033075;negative
8920970;negative
9802217;positive
2703464;negative
9868354;negative
11425761;positive
12369923;negative
13637982;negative
21590300;negative
16678171;negative
2339871;negative
15888348;negative
10395989;negative
6766332;negative
7012186;negative
21168322;negative
17008082;positive
11826908;negative
22990239;negative
10933800;negative
19200313;negative
23700177;negative
14742423;negative
15746364;negative
7764982;negative
16905314;negative
2571913;negative
2306111;negative
12582132;negative
15054199;negative
23406586;negative
23561081;negative
7603444;positive
12217036;negative
8377830;negative
18942586;negative
9150209;negative
9430631;negative
16739943;negative
10385327;negative
16666294;negative
18415096;positive
11941460;negative
21307589;positive
22902533;negative
22712405;negative
22795531;negative
10618200;positive
1041692;negative
18501461;negative
21786033;negative
29039;negative
8997712;negative
8755914;negative
23167570;negative
16677342;negative
15450181;positive
21038111;negative
9914479;negative
19507068;positive
7926675;negative
17826988;negative
21367655;negative
1663001;negative
9789745;negative
8595661;positive
21887774;negative
8355284;negative
22496371;negative
2141744;negative
18566809;negative
21108683;negative
2806239;negative
20212162;negative
5119766;negative
16907987;negative
7597843;negative
22646695;negative
16524914;negative
17641929;negative
5929151;negative
11024518;negative
9728689;negative
117909;negative
12788920;positive
16663246;negative
12878605;negative
9043114;negative
23633530;negative
1921978;negative
8590631;positive
2554967;negative
9190074;negative
15180156;negative
12557555;negative
19552887;negative
10393307;negative
3918017;negative
14617151;negative
413483;negative
19704644;negative
15957238;negative
20056410;negative
7856404;negative
18323617;negative
18705852;negative
18247030;positive
7822234;negative
8878926;negative
11989766;negative
17420593;positive
21048874;negative
15649508;negative
8575023;positive
12927024;negative
20618706;negative
19807692;negative
7005623;negative
17002458;negative
15048569;negative
16657562;negative
6032507;negative
12506981;positive
15821128;negative
18333450;negative
23558346;negative
21062173;negative
18457422;negative
23359515;negative
16988267;negative
2536595;negative
21755315;negative
19996150;negative
23243062;negative
23197346;negative
3521491;negative
24031191;negative
17785425;negative
21369980;negative
9468803;negative
10376824;positive
7793933;negative
20708927;negative
1840532;negative
16014748;negative
11499921;negative
3086670;negative
18478372;negative
7765820;negative
23800192;negative
24120452;negative
24095046;negative
7529169;negative
20823521;negative
20624677;negative
23421182;negative
1550443;negative
1729602;negative
15181003;negative
8181702;positive
570516;negative
6771030;negative
16226332;negative
9369200;negative
24142352;negative
7765876;negative
21279344;negative
2515680;negative
23991059;negative
20843785;negative
9118232;negative
7591134;negative
20556375;negative
12478390;negative
16886438;negative
9812383;negative
22563990;negative
24250679;negative
16734792;positive
10654085;negative
10654085;negative
23748966;negative
9490064;negative
21791957;negative
19796378;negative
19580870;negative
23196230;negative
11777578;negative
16233798;positive
11530208;negative
19959702;negative
1726662;negative
4270443;negative
19174189;positive
19173790;negative
18587933;negative
16233531;positive
19156788;negative
17869267;negative
20129093;positive
3388826;negative
19790107;negative
11523809;positive
1514857;negative
12018234;negative
22426711;negative
3527986;negative
19242690;negative
19705202;negative
12790687;negative
22031024;positive
22146477;negative
10022891;negative
7988695;negative
10322008;negative
14614785;negative
1378;negative
3606104;negative
8784193;negative
16632905;negative
16884933;negative
16932954;negative
21355417;negative
17192852;negative
12963348;negative
21554513;negative
16233124;positive
15270720;negative
17485855;negative
20722923;negative
12323074;negative
7035173;negative
19269961;positive
11997095;positive
22745025;negative
4377836;negative
8901095;negative
20378340;negative
5549346;negative
23580136;negative
1576150;positive
18060506;positive
22528656;negative
7881184;negative
23519813;negative
11340334;negative
11999373;negative
16831478;negative
2851710;negative
16984401;negative
12186865;negative
8836148;positive
22868111;negative
22584821;negative
8767002;negative
18661293;negative
15856354;negative
24161728;negative
21954604;negative
2959859;negative
11792827;negative
16487328;negative
11607454;negative
22209489;negative
9003585;negative
38898;negative
17169003;negative
20565686;negative
15752695;negative
14661116;negative
16406512;negative
18024570;negative
8039050;negative
8063715;negative
23414733;negative
18658138;negative
20517987;negative
11689252;negative
8955634;negative
22184927;negative
23241981;negative
19476005;negative
23756760;negative
24437194;negative
18414848;negative
11243887;negative
24363237;negative
3146949;positive
3109900;negative
9508797;negative
23063954;negative
15116339;negative
17606910;negative
8817076;negative
17302745;negative
16535057;negative
16326755;negative
12476767;negative
22649505;negative
14570264;negative
7479634;negative
15366516;negative
15366516;negative
3539611;negative
22834305;negative
15345427;negative
16410763;negative
22584433;positive
9802206;negative
22806853;negative
18553693;negative
16281555;negative
1325440;negative
12732966;negative
21310069;negative
9647863;negative
1930835;negative
20855195;negative
23769310;negative
21859985;negative
11393772;negative
12561199;negative
456725;negative
15960755;negative
12619666;positive
8475042;negative
3292286;negative
15618633;negative
18031007;negative
10915212;negative
5460790;negative
22150279;negative
8680668;negative
13306714;negative
21801352;negative
9090797;negative
20569342;negative
2226842;positive
22763649;negative
23439988;negative
23583288;negative
9411486;negative
1809319;negative
15942011;negative
14575675;negative
1368837;positive
106050;negative
3545316;negative
3099720;negative
1527505;negative
19433323;negative
6501227;negative
9003317;negative
23651298;negative
1369052;negative
16495665;positive
10835259;negative
10586505;positive
18248598;negative
24519141;negative
7764385;negative
19488757;negative
8175662;negative
16997574;negative
7039183;negative
10356263;negative
15555941;negative
22369648;negative
11272822;negative
21972816;negative
24414665;negative
17758793;negative
16467434;negative
9363789;negative
8431310;negative
8824414;negative
19016884;negative
8955395;negative
11836123;negative
6538780;negative
20390107;negative
16175204;negative
17215040;negative
18661108;negative
18034703;negative
23201519;negative
23306132;negative
16930940;negative
22524620;negative
23223909;negative
17927761;negative
11356572;negative
17796679;negative
23800294;negative
11497467;negative
3250348;negative
22906713;negative
20627133;negative
17896184;negative
16629993;negative
15133098;negative
18953072;negative
10077849;negative
15651;negative
7393012;negative
8439875;negative
7763608;negative
11278040;negative
19838637;negative
24313660;negative
19751697;negative
6358191;negative
22095526;negative
9090054;negative
21744778;negative
15888348;negative
15888348;negative
1824416;negative
23515962;negative
17107764;negative
15975908;negative
15975908;negative
18944140;negative
22305911;negative
3147221;negative
10659715;negative
8514419;negative
18375004;negative
22709906;negative
12514128;negative
17989872;negative
17412601;negative
16499618;negative
10510855;negative
19232489;negative
1379885;negative
19060407;negative
12450128;positive
12501351;negative
23100580;negative
23908026;negative
20946595;negative
235427;negative
8290631;negative
19874611;negative
19442518;negative
16917955;negative
22997770;negative
12066894;negative
3928499;negative
10713521;negative
22355001;negative
10089522;negative
17718832;negative
16346175;negative
18071262;positive
16021487;negative
12427996;positive
22065761;negative
20852022;negative
19422913;negative
15763660;negative
9858984;negative
13693944;negative
18581522;negative
15541296;positive
6174515;negative
12657297;negative
18478386;negative
20373960;negative
22351180;negative
10920687;negative
22307285;negative
23529204;negative
8572679;negative
23564225;negative
19734369;negative
22805203;negative
6802133;negative
16095741;negative
17346264;negative
10427736;negative
9838227;negative
1637151;negative
7763357;negative
21696466;negative
8589408;negative
10908793;negative
8817921;negative
11402645;negative
23877254;negative
11376609;negative
11376609;negative
14025219;negative
8569808;negative
15971091;negative
9013549;positive
19300648;negative
7793911;negative
10989180;negative
8675958;negative
20064061;negative
22745763;negative
15937128;negative
9841776;negative
15075283;negative
10745192;negative
8036495;negative
7937705;negative
12722649;negative
11486829;negative
24254151;negative
16980715;positive
16593666;negative
18449587;negative
22952228;negative
24064300;negative
19146531;negative
22481300;negative
20694852;negative
12843680;positive
17534583;negative
22500897;negative
23690947;negative
22696020;negative
17625262;positive
6434506;negative
11762192;negative
17655689;negative
6049382;negative
20652693;positive
17363438;positive
2681253;negative
21980519;negative
10831434;negative
17996466;negative
22805941;negative
23406337;negative
12567244;negative
18235978;negative
12692337;negative
12552912;negative
16233102;negative
10905428;negative
11279139;negative
16219783;negative
16219783;negative
11060038;negative
11060038;negative
4874311;negative
11078955;negative
11078955;negative
10491121;negative
17823796;negative
23463247;positive
6420082;negative
10573398;negative
3935599;negative
14563360;negative
19669931;positive
23909749;negative
21470403;negative
11445176;negative
8589407;positive
15998115;negative
17425676;negative
9647802;negative
17117799;negative
16329166;positive
11199491;negative
16396249;negative
18410286;negative
23307835;negative
8549993;negative
23576280;negative
22924408;negative
19777823;positive
19283126;negative
20060702;negative
18499227;negative
1495474;negative
2127803;negative
8948110;negative
9813355;negative
24126380;negative
23167779;negative
23315264;negative
1611557;negative
9749670;negative
1878999;positive
13278322;negative
9274014;negative
16854182;negative
19734721;positive
8873446;negative
22783085;negative
23199985;positive
17468286;negative
38775;negative
22039217;negative
9153431;positive
19099608;negative
6283520;negative
12597025;negative
11747810;negative
15780651;negative
8819847;negative
12499406;negative
15345393;negative
2512199;negative
16820482;negative
20159576;negative
6404222;negative
7864815;positive
3141213;negative
8034698;negative
6988408;negative
16520923;positive
9023939;negative
17531445;negative
7972490;negative
17973916;negative
22395908;positive
3318690;negative
1729210;negative
23410927;negative
7654699;negative
8503847;positive
17168294;negative
23526192;negative
762023;negative
23023743;negative
23468006;negative
9884411;positive
2729975;negative
15227788;negative
24327114;negative
8437;positive
10049901;negative
15109737;negative
9418063;negative
16761182;negative
8405943;negative
18211014;negative
7995523;negative
19266619;negative
23644277;negative
9357105;negative
21097664;negative
2925681;positive
19682457;negative
11989764;negative
11919676;negative
18676702;positive
12552914;negative
11988501;negative
10330187;negative
20306227;negative
5390986;negative
21453431;negative
17587859;negative
8763147;negative
16347439;negative
20652358;negative
2612911;negative
1896470;negative
9177030;negative
12101302;negative
2034221;negative
23435630;negative
17573712;negative
19002490;negative
22750808;positive
19917084;negative
9537763;negative
21651500;negative
16776296;positive
24221582;negative
5305786;negative
12508851;negative
19149196;negative
8057368;negative
11032417;negative
23091033;negative
22405896;negative
22270238;negative
11745178;negative
16473773;negative
6796044;negative
12726996;positive
15582611;negative
9757128;negative
6387396;negative
7766088;negative
16861813;positive
19590984;negative
1884658;negative
20821520;negative
8258640;negative
4074744;negative
9797333;negative
12297320;negative
11601607;negative
18623619;negative
20642838;negative
8577701;negative
8647098;positive
11375170;negative
23878959;negative
12484750;negative
22467503;negative
23334095;negative
23790084;negative
14504373;negative
10049844;negative
23509096;negative
17938981;negative
1748872;negative
22988299;negative
19764004;negative
16666407;negative
22449748;negative
18850241;negative
12825511;negative
7522943;negative
20648530;negative
749472;negative
8076812;negative
3549291;negative
16822232;positive
19858200;negative
2981630;negative
20978913;negative
24274505;negative
5126911;negative
9133320;negative
20543065;negative
9838130;negative
18633294;negative
23158850;negative
3566760;negative
17080634;negative
16474192;negative
23584789;negative
19058186;negative
7629010;negative
8123790;negative
20884202;negative
22607229;negative
23095026;negative
16487319;negative
20978986;negative
8323259;negative
395535;negative
9449776;negative
9276954;negative
6346055;negative
15254625;negative
14719163;negative
9022304;negative
8801183;negative
1869562;negative
2855978;negative
6419730;negative
12796289;negative
22608737;negative
17470367;negative
14599597;negative
22500898;negative
8529895;positive
16662849;negative
11754346;negative
18713314;negative
11170563;negative
1367494;negative
18978092;negative
11347275;negative
8319677;negative
11877400;negative
22226198;positive
22391968;negative
12244070;negative
19862512;negative
23331415;negative
16369697;negative
23766336;negative
7506286;negative
12356463;positive
19804859;negative
8900126;negative
10767433;negative
23126269;negative
24046254;negative
16664778;negative
17551789;positive
10821175;negative
21876370;negative
12702754;negative
14572878;negative
2548076;negative
24198670;negative
18624637;negative
11470369;negative
20417397;negative
14574118;negative
6197403;negative
24455866;negative
12018314;negative
3058330;negative
1406248;positive
23391935;negative
10642523;positive
17496125;negative
20208445;negative
21112302;negative
16578829;negative
16664780;negative
12721411;negative
22806798;negative
24171248;negative
15214725;negative
21681588;negative
10586675;negative
12374797;positive
11327768;negative
4549359;negative
3771706;negative
603339;negative
22543421;negative
23665501;negative
19060394;positive
7764247;negative
20393703;negative
19107534;positive
8028578;negative
8589415;positive
20541110;negative
9305534;negative
16949959;negative
9625699;negative
21037302;negative
19308458;negative
350824;negative
1932087;negative
9750341;negative
20725833;negative
22846909;negative
21814429;negative
24360128;negative
7744023;negative
17259631;negative
9540814;negative
9933916;negative
38194;negative
1516688;negative
2117065;negative
21029756;negative
1297342;negative
18998121;positive
9852022;negative
17533138;negative
12834284;negative
20795767;negative
8702902;negative
8978090;negative
7853408;negative
9580033;negative
23417562;negative
22442229;positive
8575021;positive
22457231;negative
2055484;negative
12371618;negative
23100915;negative
9805384;positive
9630959;negative
19505579;positive
10906959;negative
21223393;negative
20543053;negative
9830097;negative
17351079;negative
19731044;negative
9084153;negative
20572789;negative
16348329;negative
11675029;negative
7744727;negative
9165703;positive
19519164;negative
8938376;negative
9483796;negative
19189377;negative
15066767;negative
23578640;negative
19306692;negative
7196727;negative
8032039;negative
15227797;negative
2029909;negative
7582005;negative
24186432;negative
15213390;negative
20879840;negative
16347954;negative
19507018;positive
23176456;negative
24242725;negative
10556790;negative
7655510;negative
11811642;negative
1766381;negative
478645;negative
12764561;negative
15691916;negative
19277485;negative
7766152;negative
8590378;negative
3139044;negative
1924382;negative
21564548;positive
4148594;negative
8199326;negative
6092916;negative
15819888;negative
18438008;negative
13179147;negative
9094436;negative
19147106;negative
21161225;positive
1932369;negative
18083533;positive
8245017;negative
12114561;negative
9813313;negative
14244696;negative
14244696;negative
16644051;negative
12507000;negative
10974100;negative
1644287;negative
1644287;negative
23465919;negative
1761224;positive
1103987;negative
21287229;negative
8987701;negative
10380623;negative
1423728;negative
4407384;negative
7811105;negative
6164257;negative
17573554;negative
11491546;negative
11976959;negative
24504383;negative
21931609;negative
22669197;negative
22978622;negative
8552716;negative
10217508;negative
10850669;negative
20449742;negative
308919;negative
12867444;negative
16103021;negative
18722595;positive
10514255;negative
7487002;negative
7549870;negative
12076256;negative
22287032;negative
24179680;negative
22425351;negative
10953084;negative
8787393;negative
22528646;negative
20662765;negative
12536250;negative
9851698;negative
19629717;negative
9131791;negative
10672446;negative
12586401;negative
9626695;negative
12897835;negative
6878208;negative
8862550;negative
23101393;negative
17263465;negative
17661047;negative
9792173;negative
16279955;negative
17988780;negative
22142781;negative
1524431;negative
24329860;negative
20685216;negative
4740800;negative
12406778;negative
15174310;positive
20026363;negative
15883731;negative
21708265;positive
23269825;negative
6440004;positive
19996681;negative
15822310;negative
6811842;negative
11284009;negative
12390481;negative
1482195;negative
24299893;negative
15043869;positive
8787388;positive
23832003;negative
20223653;negative
9228789;negative
4018387;negative
15051078;negative
16349991;negative
103086;negative
18062653;negative
18414798;negative
19761044;negative
15643626;negative
6789615;negative
16660211;negative
7724589;negative
16665750;negative
8130418;negative
21221939;negative
2050148;negative
22427663;negative
6796043;negative
12884086;negative
1567377;negative
19775896;negative
6774215;negative
18778277;negative
1369079;negative
1961765;negative
9636307;negative
18239946;negative
7838157;negative
19861137;negative
20609581;negative
2515117;negative
5104982;negative
11701358;negative
16232837;positive
20391767;negative
8940464;negative
22806020;negative
11454002;negative
21261081;negative
21612834;negative
21883796;negative
22922179;negative
19127442;negative
2258052;negative
3125847;negative
3111529;negative
17505784;negative
21927828;negative
23995923;negative
9925600;negative
20145973;negative
8709949;negative
6890698;negative
20308540;negative
11514529;negative
23984325;negative
8515242;negative
1406256;negative
15849422;negative
9974219;negative
17369619;negative
23318568;negative
3282514;negative
106849;negative
7887595;negative
3440521;positive
16478251;negative
16478251;negative
23080260;negative
23500892;negative
16478253;negative
24260474;negative
1207515;negative
9388769;negative
19329983;negative
11768539;positive
5389535;negative
24112636;negative
23794096;negative
10803904;negative
6815635;negative
8987852;negative
16565860;negative
17085713;negative
10940014;negative
22806732;negative
22057939;negative
7764386;positive
19547968;negative
12498145;negative
18427739;negative
19951999;negative
23606673;negative
19538132;negative
1995339;negative
9144389;negative
14756552;negative
7197022;negative
15483746;negative
11119157;negative
15821130;negative
11198198;negative
12882638;negative
18499053;positive
17496968;negative
17884661;negative
20221846;negative
22225502;positive
12910329;negative
17768346;negative
13276340;negative
23036858;negative
10188251;negative
24061876;negative
4722441;negative
8756497;negative
1368131;negative
21072376;negative
15901887;negative
21332624;negative
23100767;negative
12675565;negative
23645193;positive
20652740;positive
2225145;negative
22353731;positive
4505581;negative
22783091;negative
9383611;negative
15950308;negative
17681527;negative
2605263;negative
21158480;negative
16346147;negative
22092749;negative
17106757;negative
8590664;negative
12228518;negative
8789343;negative
20528182;negative
6406022;negative
1398132;negative
17664074;negative
21953440;negative
31976;negative
7201331;negative
8643441;negative
21152915;negative
18286267;negative
15749766;negative
8875909;negative
11532139;negative
20594307;negative
15103145;negative
1015947;negative
2258050;negative
9821297;negative
8706667;negative
23512479;negative
9611196;negative
378925;negative
11722900;positive
24141132;negative
8444853;negative
8044466;negative
12775711;negative
14660351;negative
3735029;negative
22806195;negative
15780666;negative
18975142;negative
19486209;negative
